No,Type,Group,Word Template,Template Page No,{{ substation.name_erms }},{{ substation.time }},{{ substation.date }},{{ substation.ambient }},{{ substation.humidity }},{{ swg.area }},{{ panel.linknumber }},{{ panel.name }},{{ panel.cabletype }},{{ panel.breakerstatus }},{{ panel.busbarposition }},{{ panel.loadamp }},{{ panel.heateramp }},{{ swg.serialnumber }},{{ swg.manufacturer }},{{ swg.type }},{{ swg.rating }},{{ swg.model }},{{ tx1.manufacturer }},{{ tx1.model }},{{ tx1.rating }},{{ tx1.serialnumber }},{{ tx2.manufacturer }},{{ tx2.model }},{{ tx2.rating }},{{ tx2.serialnumber }},{{ fp1.manufacturer }},{{ fp1.model }},{{ fp1.rating }},{{ fp1.serialnumber }},{{ fp1.labelsource }},{{ fp2.manufacturer }},{{ fp2.model }},{{ fp2.rating }},{{ fp2.serialnumber }},{{ fp2.labelsource }},{{ batt1.manufacturer }},{{ batt1.model }},{{ batt1.serialnumber }},{{ batt2.manufacturer }},{{ batt2.model }},{{ batt2.serialnumber }},{{ batt3.manufacturer }},{{ batt3.model }},{{ batt3.serialnumber }},{{ batt4.manufacturer }},{{ batt4.model }},{{ batt4.serialnumber }},Field Overrides,Output File Name,Attribute,Folder,Image File Name
16,Panel5,1,02. swg-panel.docx,16,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE ENTRY,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page16,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,31.jpg
16,Panel5,1,02. swg-panel.docx,16,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE ENTRY,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page16,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,32.jpg
17,Panel6,1,02. swg-panel.docx,17,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE COMPARTMENT,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page17,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,33.jpg
17,Panel6,1,02. swg-panel.docx,17,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE COMPARTMENT,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page17,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,34.jpg
18,Panel6,1,02. swg-panel.docx,18,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE ENTRY,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page18,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,35.jpg
18,Panel6,1,02. swg-panel.docx,18,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE ENTRY,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page18,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,36.jpg
19,Panel7,1,02. swg-panel.docx,19,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE COMPARTMENT,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page19,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,37.jpg
19,Panel7,1,02. swg-panel.docx,19,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE COMPARTMENT,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page19,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,38.jpg
20,Panel7,1,02. swg-panel.docx,20,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE ENTRY,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page20,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,39.jpg
20,Panel7,1,02. swg-panel.docx,20,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE ENTRY,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page20,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,40.jpg
21,Panel8,1,02. swg-panel.docx,21,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE COMPARTMENT,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page21,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,41.jpg
21,Panel8,1,02. swg-panel.docx,21,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE COMPARTMENT,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page21,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,42.jpg
22,Panel8,1,02. swg-panel.docx,22,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE ENTRY,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page22,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,43.jpg
22,Panel8,1,02. swg-panel.docx,22,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE ENTRY,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page22,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,44.jpg
23,Panel9,1,02. swg-panel.docx,23,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE COMPARTMENT,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page23,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,45.jpg
23,Panel9,1,02. swg-panel.docx,23,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE COMPARTMENT,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page23,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,46.jpg
24,Panel9,1,02. swg-panel.docx,24,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE ENTRY,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page24,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,47.jpg
24,Panel9,1,02. swg-panel.docx,24,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE ENTRY,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page24,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,48.jpg
25,Panel10,1,02. swg-panel.docx,25,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE COMPARTMENT,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page25,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,49.jpg
25,Panel10,1,02. swg-panel.docx,25,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE COMPARTMENT,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page25,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,50.jpg
26,Panel10,1,02. swg-panel.docx,26,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE ENTRY,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page26,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,51.jpg
26,Panel10,1,02. swg-panel.docx,26,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE ENTRY,,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page26,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,52.jpg
27,TX1,1,03. tx1-overview.docx,41,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,OVERVIEW,1,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page27,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,53.jpg
27,TX1,1,03. tx1-overview.docx,41,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,OVERVIEW,1,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page27,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,54.jpg
28,TX1,1,03. tx1-overview.docx,42,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,OVERVIEW TOP,1,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page28,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,55.jpg
28,TX1,1,03. tx1-overview.docx,42,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,OVERVIEW TOP,1,,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page28,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,56.jpg
29,TX1,1,04. tx1-hv-sides.docx,43,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,BUSHING,1,HV SIDE,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page29,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,57.jpg
29,TX1,1,04. tx1-hv-sides.docx,43,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,BUSHING,1,HV SIDE,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page29,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,58.jpg
30,TX1,1,04. tx1-hv-sides.docx,44,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE,1,HV SIDE,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page30,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,59.jpg
30,TX1,1,04. tx1-hv-sides.docx,44,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE,1,HV SIDE,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page30,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,60.jpg
31,TX1,1,04. tx1-hv-sides.docx,45,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE SPLIT,1,HV SIDE,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page31,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,61.jpg
31,TX1,1,04. tx1-hv-sides.docx,45,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE SPLIT,1,HV SIDE,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page31,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,62.jpg
32,TX1,1,05. tx1-lv-sides.docx,46,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,BUSHING,1,LV SIDE,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page32,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,63.jpg
32,TX1,1,05. tx1-lv-sides.docx,46,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,BUSHING,1,LV SIDE,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page32,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,64.jpg
33,TX1,1,05. tx1-lv-sides.docx,47,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE,1,LV SIDE,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page33,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,65.jpg
33,TX1,1,05. tx1-lv-sides.docx,47,HABU HEIGHT,5:38 pm,01/06/2026,20.9,77,CABLE,1,LV SIDE,,,,,,,INDKOM,RMU SF6,11kV,ZZTT,MTM,HERMETICALLY SEAL,1000kVA,T1/129/1099/10816,,,,,ALGEBRA,J-SLOTTED,1600A,LV2895,LVDB1 TX1,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,ALGEBRA,J-SLOTTED,1600A,LV2897,LVDB2 TX1,,,LVDB2 TX1,,,{},page33,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\154. HABU HEIGHT (VI)\RAW DATA\IR,66.jpg
