No,Type,Group,Word Template,Template Page No,{{ substation.name_erms }},{{ substation.time }},{{ substation.date }},{{ substation.ambient }},{{ substation.humidity }},{{ swg.area }},{{ panel.linknumber }},{{ panel.name }},{{ panel.cabletype }},{{ panel.breakerstatus }},{{ panel.busbarposition }},{{ panel.loadamp }},{{ panel.heateramp }},{{ swg.serialnumber }},{{ swg.manufacturer }},{{ swg.type }},{{ swg.rating }},{{ swg.model }},{{ tx1.manufacturer }},{{ tx1.model }},{{ tx1.rating }},{{ tx1.serialnumber }},{{ tx2.manufacturer }},{{ tx2.model }},{{ tx2.rating }},{{ tx2.serialnumber }},{{ fp1.manufacturer }},{{ fp1.model }},{{ fp1.rating }},{{ fp1.serialnumber }},{{ fp1.labelsource }},{{ fp2.manufacturer }},{{ fp2.model }},{{ fp2.rating }},{{ fp2.serialnumber }},{{ fp2.labelsource }},{{ batt1.manufacturer }},{{ batt1.model }},{{ batt1.serialnumber }},{{ batt2.manufacturer }},{{ batt2.model }},{{ batt2.serialnumber }},{{ batt3.manufacturer }},{{ batt3.model }},{{ batt3.serialnumber }},{{ batt4.manufacturer }},{{ batt4.model }},{{ batt4.serialnumber }},Field Overrides,Output File Name,Attribute,Folder,Image File Name
7,Panel1,1,02. swg-panel.docx,7,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE COMPARTMENT,CCH00666,JALAN BOH,XLPE,CLOSE,-,-,-,B21729024,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page7,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,13.jpg
7,Panel1,1,02. swg-panel.docx,7,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE COMPARTMENT,CCH00666,JALAN BOH,XLPE,CLOSE,-,-,-,B21729024,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page7,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,14.jpg
8,Panel1,1,02. swg-panel.docx,8,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE ENTRY,CCH00666,JALAN BOH,XLPE,CLOSE,-,-,-,B21729024,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page8,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,15.jpg
8,Panel1,1,02. swg-panel.docx,8,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE ENTRY,CCH00666,JALAN BOH,XLPE,CLOSE,-,-,-,B21729024,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page8,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,16.jpg
9,Panel2,1,02. swg-panel.docx,9,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE COMPARTMENT,CCH00667,TX 100kVA,XLPE,CLOSE,-,-,-,B21729024,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page9,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,17.jpg
9,Panel2,1,02. swg-panel.docx,9,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE COMPARTMENT,CCH00667,TX 100kVA,XLPE,CLOSE,-,-,-,B21729024,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page9,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,18.jpg
10,Panel2,1,02. swg-panel.docx,10,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE ENTRY,CCH00667,TX 100kVA,XLPE,CLOSE,-,-,-,B21729024,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page10,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,19.jpg
10,Panel2,1,02. swg-panel.docx,10,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE ENTRY,CCH00667,TX 100kVA,XLPE,CLOSE,-,-,-,B21729024,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page10,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,20.jpg
11,Panel3,1,02. swg-panel.docx,11,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE COMPARTMENT,CCH00668,SSU HOSPITAL,XLPE,CLOSE,-,-,-,B21729024,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page11,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,21.jpg
11,Panel3,1,02. swg-panel.docx,11,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE COMPARTMENT,CCH00668,SSU HOSPITAL,XLPE,CLOSE,-,-,-,B21729024,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page11,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,22.jpg
12,Panel3,1,02. swg-panel.docx,12,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE ENTRY,CCH00668,SSU HOSPITAL,XLPE,CLOSE,-,-,-,B21729024,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page12,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,23.jpg
12,Panel3,1,02. swg-panel.docx,12,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE ENTRY,CCH00668,SSU HOSPITAL,XLPE,CLOSE,-,-,-,B21729024,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page12,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,24.jpg
13,Panel4,1,02. swg-panel.docx,13,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page13,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,25.jpg
13,Panel4,1,02. swg-panel.docx,13,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page13,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,26.jpg
14,Panel4,1,02. swg-panel.docx,14,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page14,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,27.jpg
14,Panel4,1,02. swg-panel.docx,14,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page14,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,28.jpg
15,Panel5,1,02. swg-panel.docx,15,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page15,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,29.jpg
15,Panel5,1,02. swg-panel.docx,15,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page15,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,30.jpg
16,Panel5,1,02. swg-panel.docx,16,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page16,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,31.jpg
16,Panel5,1,02. swg-panel.docx,16,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page16,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,32.jpg
17,Panel6,1,02. swg-panel.docx,17,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page17,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,33.jpg
17,Panel6,1,02. swg-panel.docx,17,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page17,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,34.jpg
18,Panel6,1,02. swg-panel.docx,18,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page18,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,35.jpg
18,Panel6,1,02. swg-panel.docx,18,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page18,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,36.jpg
19,Panel7,1,02. swg-panel.docx,19,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page19,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,37.jpg
19,Panel7,1,02. swg-panel.docx,19,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page19,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,38.jpg
20,Panel7,1,02. swg-panel.docx,20,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page20,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,39.jpg
20,Panel7,1,02. swg-panel.docx,20,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page20,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,40.jpg
21,Panel8,1,02. swg-panel.docx,21,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page21,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,41.jpg
21,Panel8,1,02. swg-panel.docx,21,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page21,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,42.jpg
22,Panel8,1,02. swg-panel.docx,22,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page22,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,43.jpg
22,Panel8,1,02. swg-panel.docx,22,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page22,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,44.jpg
23,Panel9,1,02. swg-panel.docx,23,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page23,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,45.jpg
23,Panel9,1,02. swg-panel.docx,23,JALAN ROBINSON,4:02 pm,01/06/2026,23.2,77,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,GR1,MTM,HERMETICALLY SEAL,100kVA,T/800/1452/1486,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page23,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\151. JALAN ROBINSON (VI)\RAW DATA\IR,46.jpg
