No,Type,Group,Word Template,Template Page No,{{ substation.name_erms }},{{ substation.time }},{{ substation.date }},{{ substation.ambient }},{{ substation.humidity }},{{ swg.area }},{{ panel.linknumber }},{{ panel.name }},{{ panel.cabletype }},{{ panel.breakerstatus }},{{ panel.busbarposition }},{{ panel.loadamp }},{{ panel.heateramp }},{{ swg.serialnumber }},{{ swg.manufacturer }},{{ swg.type }},{{ swg.rating }},{{ swg.model }},{{ tx1.manufacturer }},{{ tx1.model }},{{ tx1.rating }},{{ tx1.serialnumber }},{{ tx2.manufacturer }},{{ tx2.model }},{{ tx2.rating }},{{ tx2.serialnumber }},{{ fp1.manufacturer }},{{ fp1.model }},{{ fp1.rating }},{{ fp1.serialnumber }},{{ fp1.labelsource }},{{ fp2.manufacturer }},{{ fp2.model }},{{ fp2.rating }},{{ fp2.serialnumber }},{{ fp2.labelsource }},{{ batt1.manufacturer }},{{ batt1.model }},{{ batt1.serialnumber }},{{ batt2.manufacturer }},{{ batt2.model }},{{ batt2.serialnumber }},{{ batt3.manufacturer }},{{ batt3.model }},{{ batt3.serialnumber }},{{ batt4.manufacturer }},{{ batt4.model }},{{ batt4.serialnumber }},Field Overrides,Output File Name,Attribute,Folder,Image File Name
10,Panel2,1,02. swg-panel.docx,10,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE ENTRY,CCH00423,CS JENSIN,NOT ACCESSIBLE,CLOSE,-,-,-,18072222340DE,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page10,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,20.jpg
11,Panel3,1,02. swg-panel.docx,11,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE COMPARTMENT,CCH00422,OUF,NOT ACCESSIBLE,CLOSE,-,-,-,18072222340DE,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page11,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,21.jpg
11,Panel3,1,02. swg-panel.docx,11,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE COMPARTMENT,CCH00422,OUF,NOT ACCESSIBLE,CLOSE,-,-,-,18072222340DE,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page11,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,22.jpg
12,Panel3,1,02. swg-panel.docx,12,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE ENTRY,CCH00422,OUF,NOT ACCESSIBLE,CLOSE,-,-,-,18072222340DE,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page12,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,23.jpg
12,Panel3,1,02. swg-panel.docx,12,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE ENTRY,CCH00422,OUF,NOT ACCESSIBLE,CLOSE,-,-,-,18072222340DE,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page12,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,24.jpg
13,Panel4,1,02. swg-panel.docx,13,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE COMPARTMENT,CCH00421,TX,NOT ACCESSIBLE,CLOSE,-,-,-,18072222340DE,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page13,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,25.jpg
13,Panel4,1,02. swg-panel.docx,13,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE COMPARTMENT,CCH00421,TX,NOT ACCESSIBLE,CLOSE,-,-,-,18072222340DE,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page13,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,26.jpg
14,Panel4,1,02. swg-panel.docx,14,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE ENTRY,CCH00421,TX,NOT ACCESSIBLE,CLOSE,-,-,-,18072222340DE,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page14,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,27.jpg
14,Panel4,1,02. swg-panel.docx,14,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE ENTRY,CCH00421,TX,NOT ACCESSIBLE,CLOSE,-,-,-,18072222340DE,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page14,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,28.jpg
15,Panel5,1,02. swg-panel.docx,15,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE COMPARTMENT,,,,,,,,,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page15,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,29.jpg
15,Panel5,1,02. swg-panel.docx,15,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE COMPARTMENT,,,,,,,,,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page15,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,30.jpg
16,Panel5,1,02. swg-panel.docx,16,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE ENTRY,,,,,,,,,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page16,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,31.jpg
16,Panel5,1,02. swg-panel.docx,16,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE ENTRY,,,,,,,,,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page16,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,32.jpg
17,Panel6,1,02. swg-panel.docx,17,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE COMPARTMENT,,,,,,,,,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page17,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,33.jpg
17,Panel6,1,02. swg-panel.docx,17,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE COMPARTMENT,,,,,,,,,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page17,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,34.jpg
18,Panel6,1,02. swg-panel.docx,18,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE ENTRY,,,,,,,,,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page18,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,35.jpg
18,Panel6,1,02. swg-panel.docx,18,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE ENTRY,,,,,,,,,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page18,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,36.jpg
19,Panel7,1,02. swg-panel.docx,19,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE COMPARTMENT,,,,,,,,,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page19,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,37.jpg
19,Panel7,1,02. swg-panel.docx,19,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE COMPARTMENT,,,,,,,,,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page19,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,38.jpg
20,Panel7,1,02. swg-panel.docx,20,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE ENTRY,,,,,,,,,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page20,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,39.jpg
20,Panel7,1,02. swg-panel.docx,20,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE ENTRY,,,,,,,,,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page20,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,40.jpg
21,Panel8,1,02. swg-panel.docx,21,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE COMPARTMENT,,,,,,,,,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page21,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,41.jpg
21,Panel8,1,02. swg-panel.docx,21,BERTAM VALLEY,9:20 am,02/06/2026,21,79,CABLE COMPARTMENT,,,,,,,,,INDKOM,RMU SF6,12kV,INS24,EWT,HERMETICALLY SEAL,750kVA,EWT55674,,,,,PSB,DIN TYPE,1600A,RTLR 642-045,FP TX1,,,,,,,,,,,,,,,,,,{},page21,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\155. BERTAM VALLEY (VI)\RAW DATA\IR,42.jpg
